Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SLC34A1","Solute Carrier Family 34 Member 1","Protein Coding","Q06495","56","GC05P192151","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC34A1"
"TPSAB1","Tryptase Alpha/Beta 1","Protein Coding","Q15661","56","GC16P135892","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPSAB1"
"TSG101","Tumor Susceptibility 101","Protein Coding","Q99816","56","GC11M018468","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSG101"
"ACAD8","Acyl-CoA Dehydrogenase Family Member 8","Protein Coding","Q9UKU7","55","GC11P134253","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD8"
"ANXA3","Annexin A3","Protein Coding","P12429","55","GC04P078551","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA3"
"CACNB1","Calcium Voltage-Gated Channel Auxiliary Subunit Beta 1","Protein Coding","Q02641","55","GC17M039173","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNB1"
"CLCN1","Chloride Voltage-Gated Channel 1","Protein Coding","P35523","55","GC07P143316","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN1"
"CYP51A1","Cytochrome P450 Family 51 Subfamily A Member 1","Protein Coding","Q16850","55","GC07M092112","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP51A1"
"DBT","Dihydrolipoamide Branched Chain Transacylase E2","Protein Coding","P11182","55","GC01M100186","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBT"
"DUSP3","Dual Specificity Phosphatase 3","Protein Coding","P51452","55","GC17M043766","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP3"
"FABP1","Fatty Acid Binding Protein 1","Protein Coding","P07148","55","GC02M088122","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP1"
"HTR4","5-Hydroxytryptamine Receptor 4","Protein Coding","Q13639","55","GC05M148451","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR4"
"MTM1","Myotubularin 1","Protein Coding","Q13496","55","GC0XP150562","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTM1"
"NDUFS6","NADH:Ubiquinone Oxidoreductase Subunit S6","Protein Coding","O75380","55","GC05P001801","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS6"
"PCSK7","Proprotein Convertase Subtilisin/Kexin Type 7","Protein Coding","Q16549","55","GC11M146993","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK7"
"RAPGEF4","Rap Guanine Nucleotide Exchange Factor 4","Protein Coding","Q8WZA2","55","GC02P172735","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF4"
"SCN4B","Sodium Voltage-Gated Channel Beta Subunit 4","Protein Coding","Q8IWT1","55","GC11M147005","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN4B"
"SGK2","Serum/Glucocorticoid Regulated Kinase 2","Protein Coding","Q9HBY8","55","GC20P043558","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK2"
"SYT2","Synaptotagmin 2","Protein Coding","Q8N9I0","55","GC01M202559","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT2"
"ARHGAP4","Rho GTPase Activating Protein 4","Protein Coding","P98171","54","GC0XM153907","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP4"
"GPR35","G Protein-Coupled Receptor 35","Protein Coding","Q9HC97","54","GC02P240605","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR35"
"HAS3","Hyaluronan Synthase 3","Protein Coding","O00219","54","GC16P069083","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAS3"
"RGS9","Regulator Of G Protein Signaling 9","Protein Coding","O75916","54","GC17P176198","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS9"
"RNMT","RNA Guanine-7 Methyltransferase","Protein Coding","O43148","54","GC18P027129","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNMT"
"RSPO1","R-Spondin 1","Protein Coding","Q2MKA7","54","GC01M041707","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSPO1"
"SLC7A9","Solute Carrier Family 7 Member 9","Protein Coding","P82251","54","GC19M032830","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A9"
"ACOX3","Acyl-CoA Oxidase 3, Pristanoyl","Protein Coding","O15254","53","GC04M008526","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOX3"
"ARHGEF12","Rho Guanine Nucleotide Exchange Factor 12","Protein Coding","Q9NZN5","53","GC11P120336","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF12"
"ATP5MC3","ATP Synthase Membrane Subunit C Locus 3","Protein Coding","P48201","53","GC02M175180","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5MC3"
"CDK16","Cyclin Dependent Kinase 16","Protein Coding","Q00536","53","GC0XP047217","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK16"
"FUT3","Fucosyltransferase 3 (Lewis Blood Group)","Protein Coding","P21217","53","GC19M115477","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT3"
"KCNH7","Potassium Voltage-Gated Channel Subfamily H Member 7","Protein Coding","Q9NS40","53","GC02M162371","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH7"
"TAOK2","TAO Kinase 2","Protein Coding","Q9UL54","53","GC16P136764","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAOK2"
"TULP1","TUB Like Protein 1","Protein Coding","O00294","53","GC06M115088","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TULP1"
"B4GALNT2","Beta-1,4-N-Acetyl-Galactosaminyltransferase 2 (SID Blood Group)","Protein Coding","Q8NHY0","52","GC17P175886","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALNT2"
"CCNC","Cyclin C","Protein Coding","P24863","52","GC06M099542","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNC"
"GAN","Gigaxonin","Protein Coding","Q9H2C0","52","GC16P138078","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAN"
"KCNS1","Potassium Voltage-Gated Channel Modifier Subfamily S Member 1","Protein Coding","Q96KK3","52","GC20M045099","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNS1"
"LARGE1","LARGE Xylosyl- And Glucuronyltransferase 1","Protein Coding","O95461","52","GC22M090651","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARGE1"
"LMOD1","Leiomodin 1","Protein Coding","P29536","52","GC01M201896","0.460495233535767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD1"
